#node	identifier	domain_summary_url	annotation	other_names_and_aliases
SCO2	9606.ENSP00000444433	Protein SCO2 homolog, mitochondrial; Copper metallochaperone essential for the synthesis and maturation of cytochrome c oxidase subunit II (MT-CO2/COX2). Involved in transporting copper to the Cu(A) site on MT-CO2/COX2. Also acts as a thiol-disulfide oxidoreductase to regulate the redox state of the cysteines in SCO1 during maturation of MT-CO2/COX2.	https://smart.embl.de/smart/DDvec.cgi?smart=266:Pfam_SCO1-SenC(64|245)+	2RLI,9997,A0A1W2PQK0,AAF05313.1,AAI02025.1,AAI02026.1,AF177385,AL021683,BC102024,BC102025,CAA16671.1,CAG30455.1,CCDS14095,CCDS14095.1,CEMCOX1,CR456569,ECGF1,ENSG00000284194,ENSP00000252785,ENSP00000379046,ENSP00000444242,ENSP00000444433,ENSP00000491034,ENSP00000491753,ENST00000252785,ENST00000252785.3,ENST00000395693,ENST00000395693.7,ENST00000535425,ENST00000535425.5,ENST00000543927,ENST00000543927.5,ENST00000638598,ENST00000638670,Gliostatin,HGNC:10604,HPA046943,HPA056254,MYP6,NM_001169109,NM_001169109.1,NM_001169110,NM_001169110.1,NM_001169111,NM_001169111.1,NM_005138,NM_005138.2,NP_001162580,NP_001162580.1,NP_001162581,NP_001162581.1,NP_001162582,NP_001162582.1,NP_005129,NP_005129.2,NX_O43819,O43819,OMIM:604272,OTTHUMG00000191637,PD-ECGF,Protein SCO2,Protein SCO2 homolog, mitochondrial,Q3T1B5,Q9UK87,R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-212436,R-HSA-3700989,R-HSA-5628897,R-HSA-611105,R-HSA-73857,R-HSA-74160,SCO cytochrome c oxidase assembly protein 2,SCO1L,SCO2,SCO2, cytochrome c oxidase assembly protein,SCO2-201,SCO2-202,SCO2-203,SCO2-204,SCO2-205,SCO2_HUMAN,Synthesis of cytochrome C oxidase 2,TP,TYMP,TdRPase,UPI000013566C,UPI00114A1F20,hsa:9997,myopia 6,synthesis of cytochrome C oxidase 2,uc003blz.5,uc021wsa.2
SLC25A26	9606.ENSP00000346955	S-adenosylmethionine mitochondrial carrier protein; Mitochondrial solute carriers shuttle metabolites, nucleotides, and cofactors through the mitochondrial inner membrane. Specifically mediates the transport of S-adenosylmethionine (SAM) into the mitochondria.	https://smart.embl.de/smart/DDvec.cgi?smart=274:Pfam_Mito_carr(2|44)+TRANS(47|69)+Pfam_Mito_carr(84|173)+Pfam_Mito_carr(176|269)+	115286,A8K758,AAH12852.2,AC092034,AC145425,AC170165,AC170801,AC235952,AEKP01024816,AJ580932,AK092495,AK096876,AK291873,AUXG01000021,B3KRZ7,BAF84562.1,BAG52559.1,BAG53388.1,BC003399,BC012852,CAE45652.1,CCDS2905,CCDS2905.2,CCDS54604,CCDS54604.1,CH471055,COXPD28,EAW65449.1,EAW65451.1,ENSG00000144741,ENSP00000273253,ENSP00000336801,ENSP00000346955,ENSP00000402660,ENSP00000415304,ENSP00000432574,ENSP00000437217,ENSP00000442353,ENST00000273253,ENST00000336733,ENST00000336733.10,ENST00000354883,ENST00000354883.10,ENST00000413054,ENST00000413054.5,ENST00000441720,ENST00000464350,ENST00000464350.6,ENST00000483224,ENST00000483224.5,ENST00000484768,ENST00000484768.1,ENST00000536651,F8WAB8,H0YCZ5,H0YF50,H7C430,HGNC:20661,HPA026887,Mitochondrial S-adenosylmethionine transporter,NM_001164796,NM_001164796.1,NM_001350991,NM_001350991.1,NM_001350992,NM_001350992.1,NM_001350993,NM_001350993.1,NM_173471,NM_173471.3,NP_001158268,NP_001158268.1,NP_001337920,NP_001337920.1,NP_001337921,NP_001337921.1,NP_001337922,NP_001337922.1,NP_775742,NP_775742.4,NR_028475,NR_028475.1,NX_Q70HW3,OMIM:611037,OTTHUMG00000149917,Q70HW3,Q7Z786,Q96E68,R-HSA-382551,R-HSA-425393,R-HSA-425407,SAMC,SAMC_HUMAN,SLC25A26,SLC25A26-201,SLC25A26-202,SLC25A26-203,SLC25A26-204,SLC25A26-205,SLC25A26-206,Solute carrier family 25 member 26,UPI000003615A,UPI00001A92F4,UPI0000D4D74B,UPI0000D4EFCA,UPI0001F78052,XM_006712956,XM_006712956.2,XM_011533327,XM_011533327.2,XM_017005674,XM_017005674.1,XP_006713019,XP_006713019.1,XP_011531629,XP_011531629.1,XP_016861163,XP_016861163.1,XR_001739995,XR_001739995.1,XR_001739996,XR_001739996.2,XR_002959488,XR_002959488.1,XR_940366,XR_940366.3,XR_940367,XR_940367.3,hsa:115286,solute carrier family 25 member 26,uc011bfq.2,uc011bfs.3
TFB1M	9606.ENSP00000356134	Dimethyladenosine transferase 1, mitochondrial; S-adenosyl-L-methionine-dependent methyltransferase which specifically dimethylates mitochondrial 12S rRNA at the conserved stem loop. Also required for basal transcription of mitochondrial DNA, probably via its interaction with POLRMT and TFAM. Stimulates transcription independently of the methyltransferase activity.	https://smart.embl.de/smart/DDvec.cgi?smart=346:rADc(43|234)+	2.1.1.-,51106,6AAX,6AJK,AAD34070.1,AAH05183.1,AAH17788.1,ADP92254.1,ADP92255.1,ADP92256.1,ADP92257.1,ADP92258.1,ADP92259.1,ADP92260.1,ADP92261.1,ADP92262.1,ADP92263.1,ADP92264.1,ADP92265.1,ADP92266.1,ADP92267.1,ADP92268.1,ADP92269.1,ADP92270.1,ADP92271.1,ADP92272.1,ADP92273.1,ADP92274.1,ADP92275.1,ADP92276.1,ADP92277.1,ADP92278.1,ADP92279.1,ADP92280.1,ADP92281.1,ADP92282.1,ADP92283.1,ADP92284.1,ADP92285.1,ADP92286.1,ADP92287.1,ADP92288.1,ADP92289.1,ADP92290.1,ADP92291.1,ADP92292.1,ADP92293.1,AF151833,AL139101,BC005183,BC017788,CCDS5248,CCDS5248.1,CGI-75,CGI75,CH471051,Dimethyladenosine transferase 1, mitochondrial,E5KTM5,EAW47690.1,EC 2.1.1.-,ENSG00000029639,ENSP00000031512,ENSP00000356134,ENST00000031512,ENST00000367166,ENST00000367166.4,ENST00000466349,ENST00000466349.1,ENST00000468889,ENST00000468889.5,ENST00000470239,ENST00000470239.1,ENST00000475849,ENST00000475849.1,ENST00000480390,ENST00000480390.1,ENST00000487586,ENST00000487586.5,ENST00000489874,ENST00000489874.5,ENST00000495806,ENST00000495806.1,HGNC:17037,HPA029428,HQ206306,HQ206307,HQ206308,HQ206309,HQ206310,HQ206311,HQ206312,HQ206313,HQ206314,HQ206315,HQ206316,HQ206317,HQ206318,HQ206319,HQ206320,HQ206321,HQ206322,HQ206323,HQ206324,HQ206325,HQ206326,HQ206327,HQ206328,HQ206329,HQ206330,HQ206331,HQ206332,HQ206333,HQ206334,HQ206335,HQ206336,HQ206337,HQ206338,HQ206339,HQ206340,HQ206341,HQ206342,HQ206343,HQ206344,HQ206345,Mitochondrial 12S rRNA dimethylase 1,Mitochondrial transcription factor B1,NM_001350501,NM_001350501.2,NM_001350502,NM_001350502.2,NM_016020,NM_016020.3,NM_016020.4,NP_001337430,NP_001337430.1,NP_001337431,NP_001337431.1,NP_057104,NP_057104.2,NX_Q8WVM0,OMIM:607033,OTTHUMG00000015881,Q05DR0,Q8WVM0,Q9Y384,R-HSA-1592230,R-HSA-1852241,R-HSA-2151201,R-HSA-6793080,R-HSA-72312,R-HSA-8868766,R-HSA-8953854,TFB1M,TFB1M-201,TFB1M-202,TFB1M-203,TFB1M-204,TFB1M-205,TFB1M-206,TFB1M-207,TFB1M-208,TFB1M-209,TFB1M_HUMAN,Transcription factor B1, mitochondrial,UPI000003B01A,URS00008C1303,URS00008C1A13,URS00008C2971,URS00008C2F09,URS00008C3ADA,URS0000D6E481,URS0000D6EC12,XM_011535870,XM_011535870.1,XM_011535871,XM_011535871.2,XM_011535872,XM_011535872.2,XM_011535873,XM_011535873.2,XM_017010917,XM_017010917.1,XP_011534172,XP_011534172.1,XP_011534173,XP_011534173.1,XP_011534174,XP_011534174.1,XP_011534175,XP_011534175.1,XP_016866406,XP_016866406.1,XR_001743453,XR_001743453.1,XR_942460,XR_942460.2,dimethyladenosine transferase 1, mitochondrial,h-mtTFB,h-mtTFB1,hTFB1M,hsa:51106,mtTFB,mtTFB1,transcription factor B1, mitochondrial,uc003qqj.5
TIMM10	9606.ENSP00000257245	Mitochondrial import inner membrane translocase subunit Tim10; Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. May also be required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. Belongs to the small Tim family.	https://smart.embl.de/smart/DDvec.cgi?smart=90:Pfam_zf-Tim10_DDP(7|71)+	26519,2BSK,A8K136,AAD39995.1,AAF15104.1,AAH32133.1,AF150089,AF152354,AK289751,BAF82440.1,BC032133,CCDS7959,CCDS7959.1,CH471076,EAW73753.1,ENSG00000134809,ENSP00000257245,ENSP00000433627,ENSP00000435678,ENST00000257245,ENST00000257245.8,ENST00000525158,ENST00000525158.1,ENST00000525587,ENST00000525587.1,HGNC:11814,HPA039946,NM_012456,NM_012456.2,NM_012456.3,NP_036588,NP_036588.1,NX_P62072,OMIM:602251,OTTHUMG00000167039,P62072,Q9WV99,Q9WVA0,Q9Y5J8,R-HSA-1268020,R-HSA-9609507,TIM10,TIM10A,TIM10_HUMAN,TIMM10,TIMM10-201,TIMM10-202,TIMM10-203,TIMM10A,Translocase of inner mitochondrial membrane 10,UPI0000022ABB,XM_024448436,XM_024448436.1,XP_024304204,XP_024304204.1,hsa:26519,translocase of inner mitochondrial membrane 10,uc001nkm.2
TOMM70	9606.ENSP00000284320	Mitochondrial import receptor subunit TOM70; Receptor that accelerates the import of all mitochondrial precursor proteins.	https://smart.embl.de/smart/DDvec.cgi?smart=608:TRANS(7|29)+TRANS(39|61)+TPR(114|147)+TPR(153|186)+TPR(187|220)+TPR(329|362)+TPR(367|400)+TPR(401|434)+TPR(476|509)+TPR(545|578)+	9868,AAH03633.1,AAH52994.1,AB018262,BAA34439.2,BC003633,BC052994,CAB017156,CCDS33807,CCDS33807.1,CH471052,D3DN48,EAW79822.1,EAW79823.1,ENSG00000154174,ENSP00000284320,ENSP00000445730,ENST00000284320,ENST00000284320.5,ENST00000483945,ENST00000483945.1,ENST00000492171,ENST00000492171.1,ENST00000544924,HGNC:11985,HPA014589,HPA048020,KIAA0719,Mitochondrial import receptor subunit TOM70,Mitochondrial precursor proteins import receptor,NM_014820,NM_014820.4,NM_014820.5,NP_055635,NP_055635.3,NX_O94826,O94826,OMIM:606081,OTTHUMG00000159065,R-HSA-1268020,R-HSA-1632852,R-HSA-392499,R-HSA-5205647,R-HSA-5205685,R-HSA-5688426,R-HSA-5689880,R-HSA-597592,R-HSA-9609507,R-HSA-9612973,TOM70,TOM70_HUMAN,TOMM70,TOMM70-201,TOMM70-202,TOMM70-203,TOMM70A,Tom70,Translocase of outer membrane 70 kDa subunit,Translocase of outer mitochondrial membrane 70,UPI0000000C55,URS0000D6D802,hsa:9868,translocase of outer mitochondrial membrane 70,uc003dtw.4
TPI1	9606.ENSP00000229270	Triosephosphate isomerase; Triosephosphate isomerase is an extremely efficient metabolic enzyme that catalyzes the interconversion between dihydroxyacetone phosphate (DHAP) and D-glyceraldehyde-3-phosphate (G3P) in glycolysis and gluconeogenesis.	https://smart.embl.de/smart/DDvec.cgi?smart=286:Pfam_TIM(44|282)+	1HTI,1KLG,1KLU,1WYI,2IAM,2IAN,2JK2,2VOM,4.2.3.3,4BR1,4E41,4POC,4POD,4UNK,4UNL,4ZVJ,5.3.1.1,6C2G,6D43,6NLH,7167,AAB51316.1,AAB59511.1,AAH07086.1,AAH07812.1,AAH09329.1,AAH11611.1,AAH15100.1,AAH17165.1,AAH17917.1,AAH70129.1,AAN86636.1,ACJ13722.1,AK298809,AK313282,B7Z5D8,BAG36090.1,BAH12874.1,BC007086,BC007812,BC009329,BC011611,BC015100,BC017165,BC017917,BC070129,CAA49379.1,CAG46503.1,CCDS53740,CCDS53740.1,CCDS58206,CCDS58206.1,CCDS8566,CCDS8566.1,CH471116,CHEMBL4880,CR541702,D3DUS9,EAW88722.1,EAW88723.1,EC 5.3.1.1,ENSG00000111669,ENSP00000229270,ENSP00000371705,ENSP00000379933,ENSP00000443599,ENSP00000475184,ENSP00000475364,ENSP00000475620,ENSP00000475829,ENSP00000484435,ENST00000229270,ENST00000229270.8,ENST00000382270,ENST00000396705,ENST00000396705.9,ENST00000462761,ENST00000462761.5,ENST00000474253,ENST00000474253.1,ENST00000482209,ENST00000482209.1,ENST00000488464,ENST00000488464.6,ENST00000493987,ENST00000493987.5,ENST00000495834,ENST00000495834.1,ENST00000535434,ENST00000535434.5,ENST00000613953,ENST00000613953.4,EU794668,HEL-S-49,HGNC:12009,HPA050924,HPA053568,J04603,M10036,Methylglyoxal synthase,NM_000365,NM_000365.5,NM_000365.6,NM_001159287,NM_001159287.1,NM_001258026,NM_001258026.1,NP_000356,NP_000356.1,NP_001152759,NP_001152759.1,NP_001244955,NP_001244955.1,NX_P60174,OMIM:190450,OTTHUMG00000133767,P00938,P60174,Q6FHP9,Q6IS07,Q8WWD0,Q96AG5,R-HSA-1430728,R-HSA-70171,R-HSA-70263,R-HSA-70326,R-HSA-71387,TIM,TPI,TPI1,TPI1-201,TPI1-202,TPI1-203,TPI1-204,TPI1-205,TPI1-206,TPI1-207,TPI1-208,TPI1-209,TPI1-210,TPID,TPIS_HUMAN,Triose-phosphate isomerase,Triosephosphate isomerase,Triosephosphate isomerase (TIM),Triosephosphate isomerase 1,U3KPS5,U3KPZ0,U3KQF3,U47924,UPI000002F08E,UPI00001FBF2A,UPI0001914F64,UPI00038BAFEB,UPI00038BB065,UPI0003F47FCB,URS0000D3B3F5,URS0000EA1280,V9HWK1,X69723,XR_002957378,XR_002957378.1,hsa:7167,triosephosphate isomerase 1,uc001qrk.5,uc058kmn.1
TRMT61A	9606.ENSP00000374399	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A; Catalytic subunit of tRNA (adenine-N(1)-)-methyltransferase, which catalyzes the formation of N(1)-methyladenine at position 58 (m1A58) in initiator methionyl-tRNA. Catalytic subunit of mRNA N(1)-methyltransferase complex, which mediates methylation of adenosine residues at the N(1) position of a small subset of mRNAs: N(1) methylation takes place in tRNA T-loop-like structures of mRNAs and is only present at low stoichiometries ; Belongs to the class I-like SAM-binding methyltransferase superfamily. TRM61 family.	https://smart.embl.de/smart/DDvec.cgi?smart=289:Pfam_GCD14(64|286)+	115708,2.1.1.-,2.1.1.219,2.1.1.220,5CCB,5CCX,5CD1,A0A024R6Q2,A6NN78,AAH10167.1,AK097771,AL133367,AL139300,BAC05168.1,BC010167,C14orf172,CCDS41994,CCDS41994.1,CH471061,EAW81824.1,EAW81825.1,EC 2.1.1.219,EC 2.1.1.220,ENSG00000166166,ENSP00000299201,ENSP00000299202,ENSP00000374398,ENSP00000374399,ENST00000299201,ENST00000299202,ENST00000299202.4,ENST00000389748,ENST00000389749,ENST00000389749.8,FLJ40452,GCD14,Gcd14p,H0Y2Q1,HGNC:23790,NM_152307,NM_152307.2,NM_152307.3,NP_689520,NP_689520.2,NX_Q96FX7,OTTHUMG00000171762,Q8N7Q9,Q96FX7,R-HSA-6782315,R-HSA-72306,R-HSA-8953854,TRM61,TRM61_HUMAN,TRMT61A,TRMT61A-201,TRMT61A-202,TRNA methyltransferase 61A,UPI0000072BC7,UPI00021CF35F,chromosome 14 open reading frame 172,hTRM61,hsa:115708,tRNA methyltransferase 61A,tRNA(m1A58)-methyltransferase subunit TRMT61A,tRNA(m1A58)MTase subunit TRMT61A,uc001yng.4
TRUB2	9606.ENSP00000361982	Mitochondrial mRNA pseudouridine synthase TRUB2; Minor enzyme contributing to the isomerization of uridine to pseudouridine (pseudouridylation) of specific mitochondrial mRNAs (mt- mRNAs) such as COXI and COXIII mt-mRNAs. As a component of a functional protein-RNA module, consisting of RCC1L, NGRN, RPUSD3, RPUSD4, TRUB2, FASTKD2 and 16S mitochondrial ribosomal RNA (16S mt-rRNA), controls 16S mt-rRNA abundance and is required for intra-mitochondrial translation.	https://smart.embl.de/smart/DDvec.cgi?smart=331:Pfam_TruB_N(84|233)+	26995,5.4.99.-,A0A024R886,AAD20059.1,AAH01457.1,AF131848,AK001956,AK301986,AL359091,B7Z7G5,BAA92001.1,BAH13601.1,BC001457,CCDS6897,CCDS6897.1,CH471090,CLONE24922,EAW87770.1,EAW87773.1,EC 5.4.99.-,ENSG00000167112,ENSP00000300450,ENSP00000361982,ENSP00000438084,ENST00000300450,ENST00000372890,ENST00000372890.5,ENST00000460320,ENST00000460320.1,ENST00000461180,ENST00000461180.1,ENST00000546104,HGNC:17170,HPA021211,HPA052190,Mitochondrial mRNA pseudouridine synthase TRUB2,NM_001329861,NM_001329861.1,NM_001329861.2,NM_001329862,NM_001329862.1,NM_001329863,NM_001329863.1,NM_001329863.2,NM_015679,NM_015679.2,NM_015679.3,NP_001316790,NP_001316790.1,NP_001316791,NP_001316791.1,NP_001316792,NP_001316792.1,NP_056494,NP_056494.1,NX_O95900,O95900,OMIM:610727,OTTHUMG00000020741,TRUB2,TRUB2-201,TRUB2-202,TRUB2-203,TRUB2_HUMAN,TruB pseudouridine synthase family member 2,UPI0000074026,URS0000D6E570,hsa:26995,uc004buq.2
TWNK	9606.ENSP00000309595	Twinkle protein, mitochondrial; Involved in mitochondrial DNA (mtDNA) metabolism. Could function as an adenine nucleotide-dependent DNA helicase. Function inferred to be critical for lifetime maintenance of mtDNA integrity. In vitro, forms in combination with POLG, a processive replication machinery, which can use double-stranded DNA (dsDNA) as template to synthesize single-stranded DNA (ssDNA) molecules. May be a key regulator of mtDNA copy number in mammals.	https://smart.embl.de/smart/DDvec.cgi?smart=684:Pfam_DnaB_C(389|630)+	3.6.4.12,56652,A0A2R8Y4V4,A0A2R8Y746,A0A2R8Y8D3,A0A2R8YF85,A0A3B3IT76,AAH13349.1,AAK69558.1,AAK69559.1,ACB21043.1,ADP92014.1,ADP92015.1,ADP92016.1,ADP92017.1,ADP92018.1,ADP92019.1,ADP92020.1,ADP92021.1,ADP92022.1,ADP92023.1,ADP92024.1,ADP92025.1,ADP92026.1,ADP92027.1,ADP92028.1,ADP92029.1,ADP92030.1,ADP92031.1,ADP92032.1,ADP92033.1,ADP92034.1,ADP92035.1,ADP92036.1,ADP92037.1,ADP92038.1,ADP92039.1,ADP92040.1,ADP92041.1,ADP92042.1,ADP92043.1,ADP92044.1,ADP92045.1,ADP92046.1,ADP92047.1,ADP92048.1,ADP92049.1,ADP92050.1,ADP92051.1,ADP92052.1,ADP92053.1,AF292004,AF292005,AL133215,ATXN8,B2CQL2,BC013349,BX640829,C10orf2,CAE45905.1,CCDS53570,CCDS53570.1,CCDS7506,CCDS7506.1,CCDS86136,CCDS86136.1,CCDS86137,CCDS86137.1,CH471066,E5KSY5,EAW49794.1,EC 3.6.4.12,ENSG00000107815,ENSP00000309595,ENSP00000359247,ENSP00000359248,ENSP00000494326,ENSP00000494389,ENSP00000496012,ENSP00000496246,ENSP00000496746,ENSP00000497629,ENST00000311916,ENST00000311916.7,ENST00000370227,ENST00000370228,ENST00000370228.2,ENST00000459764,ENST00000459764.1,ENST00000473656,ENST00000473656.5,ENST00000476766,ENST00000476766.5,ENST00000643860,ENST00000643860.1,ENST00000646226,ENST00000646226.1,ENST00000647109,ENST00000647109.1,ENST00000650396,ENST00000650396.1,EU543650,FLJ21832,HGNC:1160,HPA002532,HQ206106,HQ206107,HQ206108,HQ206109,HQ206110,HQ206111,HQ206112,HQ206113,HQ206114,HQ206115,HQ206116,HQ206117,HQ206118,HQ206119,HQ206120,HQ206121,HQ206122,HQ206123,HQ206124,HQ206125,HQ206126,HQ206127,HQ206128,HQ206129,HQ206130,HQ206131,HQ206132,HQ206133,HQ206134,HQ206135,HQ206136,HQ206137,HQ206138,HQ206139,HQ206140,HQ206141,HQ206142,HQ206143,HQ206144,HQ206145,IOSCA,MTDPS7,NM_001163812,NM_001163812.1,NM_001163812.2,NM_001163813,NM_001163813.2,NM_001163814,NM_001163814.2,NM_001368275,NM_001368275.1,NM_021830,NM_021830.4,NM_021830.5,NP_001157284,NP_001157284.1,NP_001157285,NP_001157285.1,NP_001157286,NP_001157286.1,NP_001355204,NP_001355204.1,NP_068602,NP_068602.2,NR_160738,NR_160738.1,NR_160739,NR_160739.1,NR_160740,NR_160740.1,NR_160741,NR_160741.1,NR_160742,NR_160742.1,NX_Q96RR1,OMIM:606075,OTTHUMG00000018917,PEO,PEO1,PEO1_HUMAN,PEOA3,PRLTS5,Progressive external ophthalmoplegia 1 protein,Q6MZX2,Q6PJP5,Q96RR0,Q96RR1,R-HSA-1592230,R-HSA-1852241,R-HSA-2151201,SANDO,SCA8,T7-like mitochondrial DNA helicase,TWINKLE,TWINL,TWNK,TWNK-201,TWNK-202,TWNK-203,TWNK-204,TWNK-205,TWNK-206,TWNK-207,TWNK-208,TWNK-209,Twinkle mtDNA helicase,Twinkle protein,Twinkle protein, mitochondrial,UPI000006D9D6,UPI0000072A25,UPI00005C8A25,UPI0001B1A4B5,UPI0001B1A4B6,UPI000D190061,UPI000D196701,UPI000E6EB0F1,URS0000D088D8,chromosome 10 open reading frame 2,hsa:56652,twinkle mtDNA helicase,uc001ksf.3
TXN2	9606.ENSP00000216185	Thioredoxin, mitochondrial; Important for the control of mitochondrial reactive oxygen species homeostasis, apoptosis regulation and cell viability. Possesses a dithiol-reducing activity; Belongs to the thioredoxin family.	https://smart.embl.de/smart/DDvec.cgi?smart=166:Pfam_Thioredoxin_2(74|161)+	1UVZ,1W4V,1W89,25828,AAB41631.1,AAF86467.1,AAH13726.1,AAH50610.1,AAN05576.1,AF276920,AF480262,AL022313,BC013726,BC050610,CAB008681,CAG30487.1,CAG46694.1,CAG46715.1,CCDS13928,CCDS13928.1,CH471095,CHEMBL2189153,COXPD29,CR456601,CR541896,CR541917,EAW60103.1,ENSG00000100348,ENSP00000216185,ENSP00000385393,ENSP00000399188,ENSP00000408181,ENSP00000409407,ENSP00000469160,ENST00000216185,ENST00000216185.6,ENST00000403313,ENST00000403313.5,ENST00000411915,ENST00000411915.1,ENST00000416967,ENST00000416967.1,ENST00000429495,ENST00000487725,ENST00000487725.1,F8WDN2,HGNC:17772,HPA000994,M0QXH0,MT-TRX,MTRX,Mt-Trx,NM_012473,NM_012473.3,NM_012473.4,NP_036605,NP_036605.2,NX_Q99757,OMIM:609063,OTTHUMG00000150596,Q5JZA0,Q6FH60,Q99757,Q9UH29,R-HSA-1430728,R-HSA-1614558,R-HSA-1614635,R-HSA-2262752,R-HSA-3299685,R-HSA-71291,R-HSA-8953897,THIOM_HUMAN,TRX2,TXN,TXN2,TXN2-201,TXN2-202,TXN2-203,TXN2-204,TXN2-205,Thioredoxin 1,Thioredoxin 2,Thioredoxin, mitochondrial,Thioredoxin-2,U78678,UPI0000001BCB,UPI00004102B1,UPI0001610F39,XM_005261508,XM_005261508.1,XM_006724226,XM_006724226.1,XM_011530111,XM_011530111.3,XP_005261565,XP_005261565.1,XP_006724289,XP_006724289.1,XP_011528413,XP_011528413.1,hsa:25828,thioredoxin 2,uc003apk.2
UQCR10	9606.ENSP00000332887	Cytochrome b-c1 complex subunit 9; Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inn [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=63:Pfam_UCR_UQCRX_QCR9(8|60)+	29796,5XTE,5XTH,5XTI,AAF29083.1,AAH05402.1,AAH15971.1,AB028598,AC004882,AF161468,B5MCM5,BAB20672.1,BC005402,BC015971,CCDS46680,CCDS46680.1,CCDS46681,CCDS46681.1,CHEMBL2388,Complex III subunit 9,Complex III subunit X,Cytochrome b-c1 complex subunit 9,Cytochrome c1 non-heme 7 kDa protein,ENSG00000184076,ENSP00000332887,ENSP00000333278,ENSP00000384962,ENSP00000385696,ENSP00000482098,ENST00000330029,ENST00000330029.6,ENST00000332801,ENST00000401406,ENST00000401406.3,ENST00000406782,ENST00000616603,HGNC:30863,HSPC051,HSPC119,HSPC151,NM_001003684,NM_001003684.1,NM_013387,NM_013387.3,NM_013387.4,NP_001003684,NP_001003684.1,NP_037519,NP_037519.2,NX_Q9UDW1,OMIM:610843,OTTHUMG00000151283,Q9T2V6,Q9UDW1,QCR9,QCR9_HUMAN,R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,UCCR7.2,UCRC,UPI0000169236,UPI00002074C8,UQCR10,UQCR10-201,UQCR10-202,URS0000E93559,Ubiquinol-cytochrome c reductase subunit 9,complex III subunit 9,hsa:29796,uc003agp.2,uc003agq.1
WARS2	9606.ENSP00000235521	Tryptophan--tRNA ligase, mitochondrial; Mitochondrial aminoacyl-tRNA synthetase that activate and transfer the amino acids to their corresponding tRNAs during the translation of mitochondrial genes and protein synthesis.	https://smart.embl.de/smart/DDvec.cgi?smart=360:Pfam_tRNA-synt_1b(30|315)+	(Mt)TrpRS,10352,5EKD,6.1.1.2,AAH44575.1,AJ242739,AK223197,AK313740,AL139420,AL359823,AL590288,B1ALR1,B2R9D4,BAD96917.1,BAG36481.1,BC021722,BC039889,BC044575,CAB63107.1,CCDS30817,CCDS30817.1,CCDS900,CCDS900.1,CH471122,EAW56693.1,EC 6.1.1.2,ENSG00000116874,ENSP00000235521,ENSP00000358432,ENSP00000358434,ENSP00000438807,ENST00000235521,ENST00000235521.4,ENST00000369424,ENST00000369426,ENST00000369426.9,ENST00000495746,ENST00000495746.5,ENST00000497402,ENST00000497402.1,ENST00000497761,ENST00000497761.1,ENST00000537870,HGNC:12730,HPA069692,NEMMLAS,NM_015836,NM_015836.3,NM_201263,NM_201263.2,NP_056651,NP_056651.1,NP_957715,NP_957715.1,NX_Q9UGM6,OMIM:604733,OTTHUMG00000012335,Q53FT4,Q5VUD2,Q86TQ0,Q9UGM6,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,SYWM_HUMAN,TrpRS,Tryptophan--tRNA ligase, mitochondrial,Tryptophanyl tRNA synthetase 2, mitochondrial,Tryptophanyl-tRNA synthetase,UPI000004A002,UPI000023C3B7,URS00008B6F8E,WARS2,WARS2-201,WARS2-202,WARS2-203,WARS2-204,WARS2-205,XM_005270350,XM_005270350.3,XM_011540494,XM_011540494.2,XM_011540495,XM_011540495.2,XM_017000038,XM_017000038.1,XM_017000039,XM_017000039.1,XM_017000040,XM_017000040.1,XM_017000041,XM_017000041.2,XM_017000042,XM_017000042.1,XM_024449826,XM_024449826.1,XM_024449860,XM_024449860.1,XM_024449871,XM_024449871.1,XP_005270407,XP_005270407.1,XP_011538796,XP_011538796.1,XP_011538797,XP_011538797.1,XP_016855527,XP_016855527.1,XP_016855528,XP_016855528.1,XP_016855529,XP_016855529.1,XP_016855530,XP_016855530.1,XP_016855531,XP_016855531.1,XP_024305594,XP_024305594.1,XP_024305628,XP_024305628.1,XP_024305639,XP_024305639.1,hsa:10352,mtTrpRS,tryptophan tRNA ligase 2, mitochondrial,tryptophanyl tRNA synthetase 2, mitochondrial,uc001ehm.4,uc001ehn.4
